sample_id,noisy_filename,clean_filename,noise_filename,noise_category,target_snr_db,measured_snr_db,snr_error_db,duration_sec,sample_rate,channels,bit_depth,clean_rms,noise_rms_before_scaling,noise_scaling_factor,flag_large_snr_error,gender,age_group,primary_language,native_place_state,native_place_district,highest_qualification,job_category,occupation_domain
S0094,S0094_snr_-5dB_siren.wav,male_0529.wav,nuclear_warning_alar_#1-1789013019213.mp3,siren,-5,-5.0,-0.0,8.0501,16000,1,16,0.099639,0.210626,0.84242773,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0095,S0095_snr_-5dB_siren.wav,male_0035.wav,siren-military-alarm.wav,siren,-5,-5.0,0.0,10.24,16000,1,16,0.118388,0.207352,0.86399079,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0096,S0096_snr_-5dB_siren.wav,male_0929.wav,"Loud,_piercing_war_a_#2-1789013159870.mp3",siren,-5,-5.0,-0.0,8.2,16000,1,16,0.106729,0.163568,1.17430896,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0097,S0097_snr_-5dB_gunshot.wav,male_0399.wav,14.mp3,gunshot,-5,-5.0,0.0,5.1123,16000,1,16,0.034831,0.16179,0.36616018,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0098,S0098_snr_-5dB_gunshot.wav,male_0608.wav,a-slow-eerie-ambient-trac-2judttdc.wav,gunshot,-5,-5.0,0.0,6.3914,16000,1,16,0.090533,0.106846,1.93122704,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0099,S0099_snr_-5dB_gunshot.wav,male_0299.wav,79.mp3,gunshot,-5,-5.0,0.0,6.8691,16000,1,16,0.094154,0.196802,0.86396152,False,Male,45-60,Urdu,Gujarat,Ahmedabad,Diploma Holder,Other,Government
S0100,S0100_snr_-5dB_gunshot.wav,male_0849.wav,sound-effectswhispering-w-ztlvmefw.wav,gunshot,-5,-5.0,-0.0,3.6601,16000,1,16,0.168519,0.176416,1.5547396,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0101,S0101_snr_-5dB_gunshot.wav,male_0669.wav,"Loud,_sharp_shotgun__#3-1789002043920.mp3",gunshot,-5,-5.0,0.0,4.0,16000,1,16,0.085809,0.233349,0.65392002,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0102,S0102_snr_-5dB_gunshot.wav,male_0283.wav,57.mp3,gunshot,-5,-5.0,0.0,5.93,16000,1,16,0.124872,0.071274,2.72333983,False,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
S0103,S0103_snr_-5dB_gunshot.wav,male_0940.wav,17.mp3,gunshot,-5,-5.0,0.0,4.1998,16000,1,16,0.008752,0.201147,0.07550796,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0104,S0104_snr_-5dB_gunshot.wav,male_0945.wav,67.wav,gunshot,-5,-5.0,0.0,24.066,16000,1,16,0.067735,0.146283,0.84654672,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0105,S0105_snr_-5dB_gunshot.wav,male_0607.wav,35.mp3,gunshot,-5,-5.0,-0.0,9.2569,16000,1,16,0.08576,0.02749,6.14634523,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0106,S0106_snr_-5dB_gunshot.wav,male_0960.wav,7.mp3,gunshot,-5,-5.0,0.0,6.1996,16000,1,16,0.060044,0.098871,1.13466873,False,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
S0107,S0107_snr_-5dB_gunshot.wav,male_0935.wav,"Loud,_sharp_shotgun__#4-1789002053171.mp3",gunshot,-5,-5.0,0.0,3.4222,16000,1,16,0.119872,0.010066,22.55360076,False,Male,30-45,Bengali,West Bengal,Kolkata,Graduate,Freelance,Entertainment
S0108,S0108_snr_-5dB_gunshot.wav,male_0732.wav,65.wav,gunshot,-5,-5.0,0.0,12.0864,16000,1,16,0.086555,0.079416,1.89775292,False,Male,45-60,Kannada,Karnataka,Shimoga,Post Graduate,Other,Manufacturing
S0109,S0109_snr_-5dB_gunshot.wav,male_0288.wav,78.mp3,gunshot,-5,-5.0,0.0,8.8109,16000,1,16,0.12676,0.46048,0.48532585,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0110,S0110_snr_-5dB_gunshot.wav,male_0528.wav,Loud_shotgun_blast_w_#1-1789001998533.mp3,gunshot,-5,-5.0,0.0,12.16,16000,1,16,0.108886,0.17433,1.1179465,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0111,S0111_snr_-5dB_gunshot.wav,male_0808.wav,Close-mic_gunshot_wi_#2-1789001932534.mp3,gunshot,-5,-5.0,-0.0,4.1143,16000,1,16,0.100758,0.081538,2.57223776,False,Male,30-45,Hindi,Gujarat,Vadodara,Post Graduate,Full Time,Information and Media
S0112,S0112_snr_-5dB_gunshot.wav,male_0230.wav,46.mp3,gunshot,-5,-5.0,0.0,3.0362,16000,1,16,0.132456,0.177627,1.4758131,False,Male,60+,Punjabi,Punjab,Rupnagar,Graduate,Other,Government
S0113,S0113_snr_-5dB_gunshot.wav,male_0437.wav,49.mp3,gunshot,-5,-5.0,0.0,5.0201,16000,1,16,0.17077,0.130796,2.52864287,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0114,S0114_snr_-5dB_gunshot.wav,male_0029.wav,21.mp3,gunshot,-5,-5.0,0.0,4.4671,16000,1,16,0.142965,0.060209,4.40811263,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0115,S0115_snr_-5dB_gunshot.wav,male_0375.wav,29.mp3,gunshot,-5,-5.0,-0.0,6.6292,16000,1,16,0.022619,0.089171,0.51245274,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0116,S0116_snr_-5dB_gunshot.wav,male_0820.wav,59.mp3,gunshot,-5,-5.0,0.0,13.2593,16000,1,16,0.012664,0.361415,0.06333436,False,Male,30-45,Maithili,Bihar,Sitamarhi,Graduate,Part Time,Education and Research
S0117,S0117_snr_-5dB_gunshot.wav,male_0317.wav,53.mp3,gunshot,-5,-5.0,0.0,3.2433,16000,1,16,0.165685,0.031899,4.74156281,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0118,S0118_snr_-5dB_gunshot.wav,male_0561.wav,46.mp3,gunshot,-5,-5.0,0.0,3.4425,16000,1,16,0.147872,0.177627,1.39224088,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0119,S0119_snr_-5dB_gunshot.wav,male_0242.wav,78.mp3,gunshot,-5,-5.0,0.0,5.5734,16000,1,16,0.048287,0.46048,0.17993162,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0120,S0120_snr_-5dB_gunshot.wav,male_0150.wav,military_gunshots_#4-1789002141039.mp3,gunshot,-5,-5.0,0.0,5.6326,16000,1,16,0.19097,0.205258,1.60335068,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0121,S0121_snr_-5dB_helicopter.wav,male_0517.wav,u_xg7ssi08yr-helicopter-355444.mp3,helicopter,-5,-5.0,-0.0,6.1497,16000,1,16,0.013201,0.117332,0.17979603,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0122,S0122_snr_-5dB_helicopter.wav,male_0418.wav,freesound_community-019770_military-helicoptersw2wav-53828.mp3,helicopter,-5,-5.0,0.0,6.2366,16000,1,16,0.147319,0.051583,21.27622427,False,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
S0123,S0123_snr_-5dB_helicopter.wav,male_0661.wav,koiroylers-helicopter-overhead-351968.mp3,helicopter,-5,-5.0,0.0,3.022,16000,1,16,0.094855,0.195781,0.859557,False,Male,60+,Marathi,Maharashtra,Solapur,Graduate,Full Time,Healthcare (Medical &amp; Pharma)
S0124,S0124_snr_-5dB_helicopter.wav,male_0199.wav,ElevenLabs_Police_helicopter_hovering_over_the_city_center_Police_communications_heard_over_comms_with_no_clea.mp3,helicopter,-5,-5.0,0.0,7.1262,16000,1,16,0.102526,0.065422,3.92674506,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0125,S0125_snr_-5dB_helicopter.wav,male_0586.wav,223478__copyc4t__luckylittlehelicopter.flac,helicopter,-5,-5.0,0.0,8.826,16000,1,16,0.059521,0.778973,0.12970974,False,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
S0126,S0126_snr_-5dB_helicopter.wav,male_0326.wav,187678__qubodup__helicopter-loop.flac,helicopter,-5,-5.0,0.0,22.0307,16000,1,16,0.099054,0.31558,0.55711517,False,Male,60+,Punjabi,Punjab,Rupnagar,Graduate,Other,Government
S0127,S0127_snr_-5dB_helicopter.wav,male_0824.wav,514918__joseignaciotriay__helicopter-blackhawk-hover-and-away.wav,helicopter,-5,-5.0,0.0,3.0997,16000,1,16,0.055189,0.03819,2.1128644,False,Male,30-45,Bengali,West Bengal,Kolkata,Graduate,Freelance,Entertainment
S0128,S0128_snr_-5dB_helicopter.wav,male_0703.wav,spinopel-patrol-helicopter-492028.mp3,helicopter,-5,-5.0,0.0,4.6,16000,1,16,0.062959,0.137112,0.76068583,False,Male,45-60,Kannada,Karnataka,Shimoga,Post Graduate,Other,Manufacturing
S0129,S0129_snr_-5dB_helicopter.wav,male_0950.wav,156678__john-sipos__blackhawk.wav,helicopter,-5,-5.0,0.0,5.5832,16000,1,16,0.109494,0.117571,1.53924807,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0130,S0130_snr_-5dB_helicopter.wav,male_0516.wav,553509__martineerok__helicopter_passing_by.wav,helicopter,-5,-5.0,0.0,6.1984,16000,1,16,0.029063,0.054081,2.00871486,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0131,S0131_snr_-5dB_helicopter.wav,male_0865.wav,freesound_community-helicopter-1-77580.mp3,helicopter,-5,-5.0,0.0,5.6283,16000,1,16,0.046511,0.058764,1.29557797,False,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
S0132,S0132_snr_-5dB_helicopter.wav,male_0837.wav,mixkit-helicopter-flying-far-away-2696.wav,helicopter,-5,-5.0,0.0,11.9,16000,1,16,0.011022,0.153491,0.11229907,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0133,S0133_snr_-5dB_helicopter.wav,male_0878.wav,529922__dpath__helicopter-flying-in-downtown.wav,helicopter,-5,-5.0,0.0,4.2407,16000,1,16,0.121189,0.042796,5.33979729,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0134,S0134_snr_-5dB_helicopter.wav,male_0360.wav,spinopel-patrol-helicopter-in-the-sky-492026.mp3,helicopter,-5,-5.0,0.0,3.9758,16000,1,16,0.020123,0.162996,0.25626841,False,Male,18-30,Hindi,Maharashtra,Pune,Under Graduate Student,Freelance,Financial Services (Banking and Insurance)
S0135,S0135_snr_-5dB_helicopter.wav,male_0595.wav,dragon-studio-helicopter-sound-2-372458.mp3,helicopter,-5,-5.0,0.0,7.047,16000,1,16,0.112223,0.099411,1.99262345,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0136,S0136_snr_-5dB_helicopter.wav,male_0789.wav,546806__nox_sound__vehicle_helicopter_flyby_close_stereo.wav,helicopter,-5,-5.0,0.0,3.0579,16000,1,16,0.143648,0.042832,20.82195442,False,Male,18-30,Assamese,Assam,Kamrup Metropolitan,Post Graduate,Full Time,Education and Research
S0137,S0137_snr_-5dB_helicopter.wav,male_0189.wav,freesound_community-helicopter_passby_1-20087.mp3,helicopter,-5,-5.0,0.0,11.4507,16000,1,16,0.06801,0.021523,4.94104617,False,Male,18-30,Assamese,Assam,Kamrup Metropolitan,Post Graduate,Full Time,Education and Research
S0138,S0138_snr_-5dB_helicopter.wav,male_0067.wav,freesound_community-helicoptero-helicopter-45817.mp3,helicopter,-5,-5.0,0.0,7.3964,16000,1,16,0.026359,0.056115,0.80524302,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0139,S0139_snr_-5dB_helicopter.wav,male_0356.wav,freesound_community-helicopter-1-60738.mp3,helicopter,-5,-5.0,-0.0,6.36,16000,1,16,0.082857,0.027397,5.55549285,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0140,S0140_snr_-5dB_helicopter.wav,male_0800.wav,dragon-studio-helicopter-sound-8d-372463.mp3,helicopter,-5,-5.0,0.0,3.3775,16000,1,16,0.082353,0.10488,1.07729679,False,Male,45-60,Urdu,Gujarat,Ahmedabad,Diploma Holder,Other,Government
S0141,S0141_snr_-5dB_helicopter.wav,male_0903.wav,721621__sduggysounds__helicopter-fly-by-in-the-woods.wav,helicopter,-5,-5.0,0.0,12.1812,16000,1,16,0.082036,0.004208,29.59274335,False,Male,60+,Punjabi,Punjab,Rupnagar,Graduate,Other,Government
S0142,S0142_snr_-5dB_helicopter.wav,male_0921.wav,514919__joseignaciotriay__helicopter-blackhawk-fast-pass-bye.wav,helicopter,-5,-5.0,0.0,7.9532,16000,1,16,0.028922,0.014575,13.25345692,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0143,S0143_snr_-5dB_helicopter.wav,male_0943.wav,mind_out_of_office-helicopter-sound-noise-arriving-in-the-mountains-237980.mp3,helicopter,-5,-5.0,-0.0,5.5472,16000,1,16,0.15412,0.068624,4.39808171,False,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
S0144,S0144_snr_-5dB_helicopter.wav,male_0331.wav,freesound_community-helicopter-engine-starting-part-1-38442.mp3,helicopter,-5,-5.0,0.0,3.4702,16000,1,16,0.040699,0.032319,1.85453281,False,Male,18-30,Kannada,Karnataka,Bangalore Urban,Graduate,Part Time,Information and Media
S0145,S0145_snr_-5dB_wind.wav,male_0728.wav,freesound_community-car-strong-wind-noise-58443.mp3,wind,-5,-5.0,0.0,5.4938,16000,1,16,0.120374,0.248943,0.83696316,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0146,S0146_snr_-5dB_wind.wav,male_0397.wav,soundreality-wind-far-away-sfx-522602.mp3,wind,-5,-5.0,0.0,8.7744,16000,1,16,0.012207,0.228363,0.09067199,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0147,S0147_snr_-5dB_wind.wav,male_0464.wav,soundreality-wind-forest-sfx-522912.mp3,wind,-5,-5.0,0.0,5.5508,16000,1,16,0.011532,0.170552,0.11485557,False,Male,18-30,Bodo,Assam,Kokrajhar,Post Graduate,Part Time,Education and Research
S0148,S0148_snr_-5dB_wind.wav,male_0394.wav,tanweraman-howling-polar-wind-445023.mp3,wind,-5,-5.0,0.0,6.4866,16000,1,16,0.121851,0.134819,1.29649953,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0149,S0149_snr_-5dB_wind.wav,male_0312.wav,dragon-studio-wind-blowing-sfx-07-423677.mp3,wind,-5,-5.0,-0.0,13.7076,16000,1,16,0.049587,0.158612,0.53287919,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0150,S0150_snr_-5dB_wind.wav,male_0681.wav,dragon-studio-wind-gust-386158.mp3,wind,-5,-5.0,0.0,3.2169,16000,1,16,0.15878,0.012639,20.10055049,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0151,S0151_snr_-5dB_wind.wav,male_0745.wav,dragon-studio-heavy-wind-and-rain-515265.mp3,wind,-5,-5.0,0.0,6.3996,16000,1,16,0.092592,0.175,0.90049192,False,Male,30-45,Bengali,West Bengal,Kolkata,Graduate,Freelance,Entertainment
S0152,S0152_snr_-5dB_wind.wav,male_0922.wav,soundreality-wind-far-away-2-sfx-522600.mp3,wind,-5,-5.0,0.0,3.8096,16000,1,16,0.02778,0.241676,0.19686104,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0153,S0153_snr_-5dB_wind.wav,male_0462.wav,freesound_community-wind-artificial-18750.mp3,wind,-5,-5.0,0.0,5.0102,16000,1,16,0.151818,0.072779,4.20019627,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0154,S0154_snr_-5dB_wind.wav,male_0523.wav,nematoki-winter-wind-305577 (1).mp3,wind,-5,-5.0,-0.0,3.4859,16000,1,16,0.108828,0.049446,10.71678535,False,Male,60+,Marathi,Maharashtra,Solapur,Graduate,Full Time,Healthcare (Medical &amp; Pharma)
S0155,S0155_snr_-5dB_wind.wav,male_0632.wav,storegraphic-soft-wind-477404.mp3,wind,-5,-5.0,0.0,4.5706,16000,1,16,0.094896,0.039966,3.36773982,False,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
S0156,S0156_snr_-5dB_wind.wav,male_0491.wav,dragon-studio-cemetery-wind-467488.mp3,wind,-5,-5.0,-0.0,3.9697,16000,1,16,0.032207,0.100809,0.41203414,False,Male,18-30,Hindi,Maharashtra,Pune,Under Graduate Student,Freelance,Financial Services (Banking and Insurance)
S0157,S0157_snr_-5dB_wind.wav,male_0196.wav,dragon-studio-bitter-cold-wind-482876.mp3,wind,-5,-5.0,0.0,10.0231,16000,1,16,0.163399,0.05414,7.90209062,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0158,S0158_snr_-5dB_wind.wav,male_0257.wav,soundreality-wind-lake-sfx-522908.mp3,wind,-5,-5.0,0.0,6.0,16000,1,16,0.085842,0.190692,0.74221155,False,Male,45-60,Kannada,Karnataka,Shimoga,Post Graduate,Other,Manufacturing
S0159,S0159_snr_-5dB_wind.wav,male_0694.wav,ElevenLabs_Wind (1).mp3,wind,-5,-5.0,0.0,9.3896,16000,1,16,0.028874,0.044386,1.14537384,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0160,S0160_snr_-5dB_wind.wav,male_0741.wav,eryliaa-wind-blowing-through-the-forest-364370.mp3,wind,-5,-5.0,0.0,8.4946,16000,1,16,0.108555,0.008419,29.04510639,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0161,S0161_snr_-5dB_wind.wav,male_0578.wav,dragon-studio-elemental-spell-impact-wind-478376.mp3,wind,-5,-5.0,0.0,3.9466,16000,1,16,0.160833,0.139373,1.89895925,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0162,S0162_snr_-5dB_wind.wav,male_0158.wav,wind-strong-01.mp3,wind,-5,-5.0,0.0,16.3171,16000,1,16,0.07724,0.158551,0.85719108,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0163,S0163_snr_-5dB_wind.wav,male_0613.wav,soundreality-wind-moutain-sfx-522913.mp3,wind,-5,-5.0,0.0,7.0801,16000,1,16,0.075169,0.172638,0.73599485,False,Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
S0164,S0164_snr_-5dB_wind.wav,male_0393.wav,dragon-studio-harsh-wind-515272.mp3,wind,-5,-5.0,0.0,4.5516,16000,1,16,0.076444,0.116659,2.23126883,False,Male,30-45,Bengali,West Bengal,Kolkata,Graduate,Freelance,Entertainment
S0165,S0165_snr_-5dB_wind.wav,male_0970.wav,eryliaa-cold-strong-wind-sound-effect-336741.mp3,wind,-5,-5.0,0.0,8.5207,16000,1,16,0.081651,0.104046,1.87585991,False,Male,45-60,Gujarati,Gujarat,Amreli,Post Graduate,Part Time,Education and Research
S0166,S0166_snr_-5dB_wind.wav,male_0689.wav,capaholiczsfx-heavy-wind-noise-in-the-mountains-and-pine-trees-402291.mp3,wind,-5,-5.0,0.0,7.2272,16000,1,16,0.200698,0.028034,10.81617796,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0167,S0167_snr_-5dB_wind.wav,male_0362.wav,soundreality-wind-winter-mistral-sfx-521892.mp3,wind,-5,-5.0,0.0,5.6658,16000,1,16,0.185494,0.155457,2.0484095,False,Male,30-45,Punjabi,Punjab,Mansa,Post Graduate,Full Time,Government
S0168,S0168_snr_0dB_armored_vehicle.wav,male_0817.wav,magiaz-war_tank-481278.mp3,armored_vehicle,0,0.0,0.0,9.1506,16000,1,16,0.072682,0.186773,0.378263,False,Male,18-30,Assamese,Assam,Kamrup Metropolitan,Post Graduate,Full Time,Education and Research
S0169,S0169_snr_0dB_armored_vehicle.wav,male_0402.wav,freesound_community-tracked-vehicle-91010.mp3,armored_vehicle,0,0.0,0.0,23.2589,16000,1,16,0.063676,0.119053,0.53392875,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0170,S0170_snr_0dB_armored_vehicle.wav,male_0093.wav,mixkit-tank-engine-working-2753.wav,armored_vehicle,0,0.0,0.0,3.9748,16000,1,16,0.009357,0.048874,0.20057188,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0171,S0171_snr_0dB_armored_vehicle.wav,male_0918.wav,Military armored personnel carrier approaching and passing by (2).mp3,armored_vehicle,0,0.0,0.0,26.8771,16000,1,16,0.080494,0.041701,1.78846981,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0172,S0172_snr_0dB_armored_vehicle.wav,male_0490.wav,articbay-vehicle-idle-start-190010.mp3,armored_vehicle,0,0.0,0.0,21.0557,16000,1,16,0.04347,0.044715,0.96257752,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0173,S0173_snr_0dB_armored_vehicle.wav,male_0452.wav,1914-18_ inside the tank.mp3,armored_vehicle,0,0.0,0.0,4.8756,16000,1,16,0.076213,0.170514,0.42056481,False,Male,30-45,Bodo,Assam,Kokrajhar,Post Graduate,Other,Education and Research
S0174,S0174_snr_0dB_armored_vehicle.wav,male_0252.wav,the-sound-of-a-tanker-truck-being-pumped-out.mp3,armored_vehicle,0,0.0,0.0,8.9496,16000,1,16,0.060204,0.296614,0.20157973,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0175,S0175_snr_0dB_armored_vehicle.wav,male_0654.wav,mixkit-truck-accelerating-1617.wav,armored_vehicle,0,0.0,0.0,3.9866,16000,1,16,0.063213,0.146757,0.40619301,False,Male,60+,Odia,Odisha,Sundergarh,Graduate,Freelance,Education and Research
S0176,S0176_snr_0dB_armored_vehicle.wav,male_0770.wav,freesound_community-tank_ride_stereo-18744.mp3,armored_vehicle,0,0.0,0.0,3.2701,16000,1,16,0.02371,0.109152,0.21677354,False,Male,18-30,Kannada,Karnataka,Bangalore Urban,Graduate,Part Time,Information and Media
S0177,S0177_snr_0dB_armored_vehicle.wav,male_0671.wav,freesound_community-armored-anti-riot-water-cannon-truck-in-action-17110.mp3,armored_vehicle,0,0.0,0.0,4.0873,16000,1,16,0.073135,0.026814,16.8812243,False,Male,45-60,Telugu,Telangana,Hyderabad,Doctoral (PhD) or higher level,Full Time,Education and Research
S0178,S0178_snr_0dB_armored_vehicle.wav,male_0130.wav,spinopel-truck-start-moving-290808.mp3,armored_vehicle,0,0.0,0.0,5.5282,16000,1,16,0.071796,0.094185,0.68653977,False,Male,60+,Kannada,Telangana,Hyderabad,Post Graduate,Full Time,Technology and Services
S0179,S0179_snr_0dB_armored_vehicle.wav,male_0638.wav,mixkit-truck-start-engine-1623.wav,armored_vehicle,0,0.0,0.0,7.6809,16000,1,16,0.069497,0.046432,1.47872156,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0180,S0180_snr_0dB_armored_vehicle.wav,male_0992.wav,dennish18-tank-moving-143104.mp3,armored_vehicle,0,0.0,0.0,11.26,16000,1,16,0.082968,0.350444,0.23584778,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0181,S0181_snr_0dB_armored_vehicle.wav,male_0343.wav,"Military armored personnel carrier, starts and drives away.mp3",armored_vehicle,0,0.0,0.0,5.1093,16000,1,16,0.097383,0.108115,0.76146545,False,Male,45-60,Urdu,Gujarat,Ahmedabad,Diploma Holder,Other,Government
